# IPA pronunciations, derived from CMUdict.
#
# SOURCE: github.com/cmusphinx/cmudict — public domain (BSD-style, no
# restriction on use). General American.
#
# Converted from ARPABET by services/arpabet.py. The conversion is
# mechanical except for syllable stress: IPA marks the start of the
# stressed syllable while ARPABET marks the stressed vowel, so the
# boundary is worked out with the maximal onset principle. Marking the
# vowel instead would give /sɛˈʃən/ for 'session'.
#
# Only the first pronunciation of each word is kept. CMUdict lists
# alternatives as 'record(2)'; a learner needs one, not a survey.
#
# This closes the gap WordNet leaves: it has definitions but no
# phonetics, and the online dictionary was the only source of IPA.
word,ipa
dufresne,dəfˈɹɛn
dufur,dəˈfɝ
dug,dʌɡ
dugal,ˈdudʒəl
dugald,ˈdʌɡəld
dugan,ˈdʌɡən
dugar,ˈduɡɚ
dugas,ˈduɡəz
dugdale,ˈdʌɡˌdeɪl
duggan,ˈdʌɡən
duggar,ˈdʌɡɚ
dugger,ˈdʌɡɚ
duggin,ˈdʌɡɪn
duggins,ˈdʌɡɪnz
dugo,ˈduɡoʊ
dugout,ˈdʌˌɡaʊt
dugouts,ˈdʌˌɡaʊts
duguay,ˈdʌɡeɪ
duguid,ˈdʌɡwɪd
duh,dʌ
duhaime,ˈduaɪm
duhamel,ˌduˈhæməl
duhart,ˈdʌhɑɹt
duhe,duh
duhon,ˈduhən
duhr,dɝ
dui,ˈdiˈjuˈaɪ
duignan,dɪɡˈnæn
duis,ˈduɪz
duisburg,ˈdusbɚɡ
duitsman,ˈdutsmən
duk,dʌk
dukakis,duˈkɑkɪs
dukakis',duˈkɑkɪs
dukakis's,duˈkɑkɪsɪz
dukakises,duˈkɑkɪsɪz
dukart,ˈdʌkɑɹt
duke,duk
duke's,duks
duked,dukt
dukedom,ˈdukdəm
dukeman,ˈdukmən
duker,ˈdukɚ
dukes,duks
duking,ˈdukɪŋ
dula,ˈdulə
dulac,dəˈlæk
dulak,ˈdulək
dulaney,ˈdjuləni
dulany,djuˈlɔni
dulay,ˈdjuleɪ
dulce,dʌls
dulcea,ˈdʌlsiə
dulcet,ˈdʌlsət
dulciana,dulˈtʃænə
dulcibelle,ˈdʌlsɪbəl
dulcie,ˈdʌlki
dulcimer,ˈdʌlsɪmɚ
dulcine,ˈdʌlsɪn
dulcinea,ˌdʌlsɪˈniə
dule,dul
duley,ˈdjuli
dulin,ˈdulɪn
duling,ˈdjulɪŋ
dull,dʌl
dulle,dʌl
dullea,ˈdʌliə
dulled,dʌld
duller,ˈdʌlɚ
dulles,ˈdʌləs
dullest,ˈdʌləst
dulling,ˈdʌlɪŋ
dullness,ˈdʌlnəs
dulmage,ˈdʌlmədʒ
dulong,ˈdjulɔŋ
dulski,ˈdʌlski
dulude,ˈdjuˌlud
duluth,dəˈluθ
dulwich,ˈdʌlˌwɪtʃ
dulworth,ˈdʌlwɚθ
duly,ˈduli
dum,dʌm
duma,ˈdumə
duma's,ˈduməz
dumaine,dəˈmeɪn
dumais,dəˈmeɪ
duman,ˈdumən
dumas,ˈduməz
dumb,dʌm
dumb-ass,ˈdʌmˌbæs
dumbass,ˈdʌmˌbæs
dumbbell,ˈdʌmˌbɛl
dumbbells,ˈdʌmˌbɛlz
dumber,ˈdʌmɚ
dumbest,ˈdʌməst
dumbfound,ˈdʌmfaʊnd
dumbfounded,ˈdʌmfaʊndɪd
dumbfounding,ˈdʌmfaʊndɪŋ
dumbfounds,ˈdʌmfaʊndz
dumbing,ˈdʌmɪŋ
dumbledore,ˈdʌmbəlˌdɔɹ
dumbo,ˈdʌmboʊ
dumbstruck,ˈdʌmstˌɹʌk
dumenil,ˈduməˌnɪl
dumez,ˈdumɛz
dumford,ˈdʌmfɚd
dumire,duˈmɪɹeɪ
dumke,ˈdʌmki
dumlao,ˈdumlaʊ
dumler,ˈdʌmlɚ
dumm,dʌm
dummer,ˈdʌmɚ
dummies,ˈdʌmiz
dummitt,ˈdʌmɪt
dummy,ˈdʌmi
dumond,dəˈmɑnd
dumont,duˈmɑnt
dumoulin,ˈdʌmulæn
dump,dʌmp
dumped,dʌmpt
dumper,ˈdʌmpɚ
dumping,ˈdʌmpɪŋ
dumpling,ˈdʌmplɪŋ
dumplings,ˈdʌmplɪŋz
dumps,dʌmps
dumpster,ˈdʌmpstɚ
dumpsters,ˈdʌmpstɚz
dumptruck,ˈdʌmptˌɹʌk
dumptrucks,ˈdʌmptˌɹʌks
dumpty,ˈdʌmpti
dumpy,ˈdʌmpi
dun,dʌn
dun's,dʌnz
duna,ˈdunə
dunagan,duˈnɑɡɑn
dunahoo,duˈnɑhu
dunaj,ˈdunədʒ
dunavan,ˈdʌnəˌvæn
dunavant,duˈnɑvənt
dunaway,ˈdʌnəˌweɪ
dunay,ˈdʌneɪ
dunbar,ˈdʌnbɑɹ
dunblane,ˈdʌnˌbleɪn
dunc,dʌŋk
duncan,ˈdʌŋkən
duncanson,ˈdʌŋkənsən
dunckel,ˈdʌŋkəl
duncombe,ˈdʌŋkəm
dundas,ˈdʌndəz
dundee,dənˈdi
dundon,ˈdʌndən
dundore,ˈdʌndɚ
dune,dun
dunedin,ˈdunədɪn
dunegan,ˈdʌnɪɡæn
dunes,dunz
dunfee,ˈdʌnˌfi
dunford,ˈdʌnfɚd
dung,dʌŋ
dungan,ˈdʌŋɡən
dungeon,ˈdʌndʒən
dungeons,ˈdʌndʒənz
dungey,ˈdʌndʒi
dunham,ˈdʌnəm
dunhill,ˈdʌnˌhɪl
dunigan,ˈdʌnɪɡæn
dunite,duˈnaɪt
dunivan,ˈdʌnɪvæn
dunja,ˈdunjə
dunk,dʌŋk
dunked,dʌŋkt
dunkel,ˈdʌŋkəl
dunkelberg,ˈdʌŋkəlbɚɡ
dunkelberger,ˈdʌŋkəlbɚɡɚ
dunker,ˈdʌŋkɚ
dunkerley,ˈdʌŋkɚli
dunkin,ˈdʌŋkɪn
dunkin',ˈdʌŋkɪn
dunkirk,ˈdʌnkɚk
dunkle,ˈdʌŋkəl
dunkleberger,ˈdʌŋkəlbɚɡɚ
dunklee,ˈdʌŋˌkli
dunkley,ˈdʌŋkli
dunklin,ˈdʌŋklɪn
dunks,dʌŋks
dunlaevy,dənˈleɪvi
dunlap,ˈdʌnlæp
dunlavey,dənləˈveɪ
dunlavy,ˈdʌnləvi
dunlay,ˈdʌnˌleɪ
dunleavy,ˈdunləvi
dunlevy,ˈdunlɪvi
dunley,ˈdʌnli
dunlop,ˈdʌnˌlɑp
dunman,ˈdʌnmən
dunmire,dunˈmɪɹeɪ
dunn,dʌn
dunnagan,ˈdʌnəɡæn
dunnam,ˈdʌnəm
dunnavant,ˈdʌnəvənt
dunnaway,ˈdʌnəweɪ
dunne,dʌn
dunned,dʌnd
dunnell,ˈdʌnəl
dunnett,ˈdʌnɪt
dunnigan,ˈdʌnɪɡən
dunning,ˈdʌnɪŋ
dunnington,ˈdʌnɪŋtən
dunno,dəˈnoʊ
dunphy,ˈdʌnfi
duns,dʌnz
dunshee,ˈdʌnʃi
dunsmoor,ˈdʌnzˌmʊɹ
dunsmore,ˈdʌnsmɔɹ
dunson,ˈdʌnsən
dunst,dʌnst
dunstan,ˈdʌnstən
dunster,ˈdʌnstɚ
dunston,ˈdʌnstən
dunsworth,ˈdʌnzˌwɝθ
dunton,ˈdʌntən
dunwoody,ˈdʌnˌwʊdi
dunworth,ˈdʌnˌwɝθ
duo,ˈduoʊ
duodenal,ˈduəˈdinəl
duodenum,duˈɑdənəm
duong,ˈduoʊŋ
duopoly,ˈduoʊˌpɑli
dupay,duˈpeɪ
dupe,dup
duped,dupt
dupee,ˈduˈpi
duper,ˈdupɚ
dupes,dups
dupin,dəˈpæn
duplantis,dəˈplæntɪs
duplechain,ˈduplɪʃeɪn
duplechin,ˈduplɪkɪn
dupler,ˈdupəlɚ
duplessis,ˈduplɪsɪs
duplex,ˈduˌplɛks
duplicate,ˈdupləkət
duplicated,ˈduplɪˌkeɪtɪd
duplicates,ˈdjupləˌkeɪts
duplicating,ˈduplɪˌkeɪtɪŋ
duplication,ˌdjupləˈkeɪʃən
duplications,ˌduplɪˈkeɪʃənz
duplicative,duˈplɪkətɪv
duplicitous,duˈplɪsɪtəs
duplicity,duˈplɪsɪti
dupont,ˈdupɑnt
dupont's,ˈdupɑnts
dupras,dəpˈɹɑz
dupre,ˈdʌpɹeɪ
dupree,dəpˈɹi
duprey,ˈdʌpɹeɪ
dupriest,ˈdʌpɚiɪst
dupuis,dəpˈwi
dupuy,dəpˈwi
duque,duk
duquesne,duˈkeɪn
duquesne's,duˈkeɪnz
duquette,dəˈkɛt
dura,ˈdʊɹə
durability,dɚəˈbɪlɪti
durable,ˈdʊɹəbəl
durables,ˈdʊɹəbəlz
duracell,ˈdʊɹəˌsɛl
durakon,ˈdʊɹəkɪn
durall,ˈdjuɹəl
duramed,ˈdʊɹəˌmɛd
duran,dɚˈæn
duran's,dɚˈæns
durand,dʊˈɹɑnd
durando,dʊˈɹɑndoʊ
durang,dɚˈæŋ
durango,dɚˈæŋɡoʊ
durant,ˈdʊɹənt
durant's,dɚˈænts
durante,dʊˈɹɑnti
duration,ˈdʊˈɹeɪʃən
durations,ˈdʊˈɹeɪʃənz
duray,ˈdʊɹeɪ
durazo,dʊˈɹɑzoʊ
durban,ˈdɝbən
durben,ˈdɝbən
durbin,ˈdɝbɪn
durch,dɝtʃ
durchholz,ˈdɝˌtʃoʊlts
durden,ˈdɝdən
durdin,ˈdɝdɪn
duree,ˈdʊˈɹi
durell,ˈdjuɹəl
duren,ˈdʊɹən
durenberger,ˈdʊɹənbɚɡɚ
durene,ˈdjuɹin
durer,ˈdʊɹɚ
duress,ˈdʊɹɛs
durette,dɚˈɛt
durfee,ˈdɝfi
durfey,ˈdɝfi
durflinger,ˈdɝfəlɪŋɚ
durgan,ˈdɝɡən
durgin,ˈdɝdʒɪn
durham,ˈdɝəm
duri,ˈdʊɹi
durick,ˈdjuɹɪk
durie,ˈdʊɹi
during,ˈdʊɹɪŋ
durio,ˈdʊɹioʊ
duriron,duˈɹɪɹən
duris,ˈdjuɹɪs
durkee,ˈdɝki
durkheim,ˈdɝkˌhaɪm
durkheim's,ˈdɝkˌhaɪmz
durkin,ˈdɝkɪn
durland,ˈdɝlənd
durley,ˈdɝli
durling,ˈdɝlɪŋ
durn,dɝn
durnell,ˈdɝnəl
durney,ˈdɝni
durnil,ˈdɝnəl
durnin,ˈdɝnɪn
durning,ˈdɝnɪŋ
duro,ˈdʊˌɹoʊ
durocher,ˈdjuɹəkɚ
duron,ˈdjuɹən
duross,ˈdjuɹəs
durr,dɝ
durrah,ˈdʊɹə
durrance,ˈdʊɹəns
durrant,dʊˈɹænt
durrell,ˈdʊɹəl
durrence,ˈdʊɹəns
durrett,ˈdʊɹɪt
durso,ˈdʊɹsoʊ
durst,dɝst
durum,ˈdʊɹəm
durward,ˈdɝwɚd
durwin,ˈdɝwɪn
dury,ˈdʊɹi
duryea,dʊˈɹiə
duryee,dʊˈɹi
dusch,dʌʃ
dusek,ˈdusɛk
dusenberry,ˈdusənbɛɹi
dusenbery,dəˈsɛnbɚi
dusenbury,ˈdusənbɛɹi
dusett,ˈdusət
dush,dʌʃ
dushane,ˌduˈʃeɪn
dushyanth,ˌduʃiˈɑnθ
dusing,ˈdusɪŋ
dusk,dʌsk
duskin,ˈdʌskɪn
dussault,dəˈsoʊ
dusseau,dəˈsoʊ
dusseault,dəˈsoʊ
dusseldorf,ˈdusəlˌdɔɹf
dust,dʌst
dustbin,ˈdʌstbɪn
dusted,ˈdʌstɪd
duster,ˈdʌstɚ
dusters,ˈdʌstɚz
dustin,ˈdʌstɪn
dusting,ˈdʌstɪŋ
dustman,ˈdʌstmən
duston,ˈdʌstən
dusts,dʌsts
dusty,ˈdʌsti
dusza,ˈdʌʃə
duszynski,dəˈʃɪnski
dutch,dʌtʃ
dutcher,ˈdʌtʃɚ
dutchman,ˈdʌtʃmən
duthie,ˈdʌθi
duties,ˈdutiz
dutiful,ˈdutifəl
dutifully,ˈdutifəli
dutil,dəˈtɪl
dutka,ˈdʌtkə
dutkiewicz,ˈdʌtkəvɪtʃ
dutko,ˈdʌtkoʊ
dutoit,duˈtɔɪt
dutra,ˈdutɹə
dutro,ˈdʌtɹoʊ
dutrow,ˈdʌtɹoʊ
dutson,ˈdʌtsən
dutt,dʌt
dutter,ˈdʌtɚ
dutton,ˈdʌtən
duty,ˈduti
duva,ˈduvə
duval,duˈvæl
duvalier,duˈvæljɚ
duvaliers,duˈveɪljɚz
duvall,duˈvɑl
duve,duv
duvernay,dəˈvɝneɪ
duvrees,duvˈɹiz
duwayne,duˈweɪn
duwe,duw
dux,dʌks
duzan,ˈduzən
dvd,ˌdiˌviˈdi
dvds,ˌdiˌviˈdiz
dvoracek,ˈdvɔɹətʃɛk
dvorak,ˈdvɔɹək
dvorsky,ˈdvɔɹski
dwan,dwɑn
dwana,ˈdwɑnə
dwarf,dwɔɹf
dwarfed,dwɔɹft
dwarfing,ˈdwɔɹfɪŋ
dwarfism,ˈdwɔɹfɪzəm
dwarfs,dwɔɹfs
dwarves,dwɔɹvz
dwayne,dweɪn
dweck,dwɛk
dweeb,dwib
dwell,dwɛl
dwelle,dwɛl
dwelled,dwɛld
dweller,ˈdwɛlɚ
dwellers,ˈdwɛlɚz
dwelley,ˈdwɛli
dwelling,ˈdwɛlɪŋ
dwellings,ˈdwɛlɪŋz
dwells,dwɛlz
dwelt,dwɛlt
dwi,ˈdiˈdʌbəˈljuˈaɪ
dwiggins,ˈdwɪɡɪnz
dwight,dwaɪt
dwindle,ˈdwɪndəl
dwindled,ˈdwɪndəld
dwindles,ˈdwɪndəlz
dwindling,ˈdwɪndəlɪŋ
dwinell,ˈdwɪnəl
dwire,dwaɪɹ
dwivedi,dwɪˈvɛdi
dworak,ˈdwɝək
dworin,ˈdwɔɹɪn
dworkin,ˈdwɔɹkɪn
dworsky,ˈdwɝski
dwyer,ˈdwaɪɚ
dyad,ˈdaɪˌæd
dyal,ˈdaɪəl
dyan,daɪˈæn
dyana,daɪˈænə
dyane,daɪˈæn
dyansen,ˈdaɪənsən
dyar,ˈdaɪɚ
dyas,ˈdaɪəs
dyatron,ˈdaɪətɹən
dyazide,ˈdaɪəˌzaɪd
dybas,ˈdaɪbəz
dyce,daɪs
dyche,daɪtʃ
dyches,ˈdaɪtʃɪz
dyck,daɪk
dyckman,ˈdɪkmən
dyco,ˈdaɪkoʊ
dycus,ˈdaɪkəs
dye,daɪ
dyed,daɪd
dyeing,ˈdaɪɪŋ
dyer,ˈdaɪɚ
dyes,daɪz
dyess,ˈdaɪəs
dyestuff,ˈdaɪˌstʌf
dyestuffs,ˈdaɪˌstʌfs
dygert,ˈdɪɡɚt
dying,ˈdaɪɪŋ
dyk,dɪk
dykas,ˈdaɪkəz
dyke,daɪk
dykeman,ˈdaɪkmən
dykes,daɪks
dykhouse,ˈdɪkˌhaʊs
dykman,ˈdɪkmən
dykstra,ˈdaɪkstɹə
dylan,ˈdɪlən
dylan's,ˈdɪlənz
dylans,ˈdɪlənz
dylewski,dɪˈlɛfski
dylex,ˈdaɪləks
dyloptisaurus,ˌdɪlɑptəˈsɑɹəs
dymally,ˈdɪməli
dymek,ˈdɪmɛk
dyment,ˈdɪmənt
dymond,ˈdaɪmənd
dynafac,ˈdaɪnəˌfæk
dynalectric,ˈdaɪnəˌlɛktɹɪk
dynalectron,ˈdaɪnəˌlɛktɹən
dynamic,daɪˈnæmɪk
dynamically,daɪˈnæmɪˌkli
dynamics,daɪˈnæmɪks
dynamics',dɪˈnæmɪks
dynamics's,daɪˈnæmɪksɪz
dynamism,ˈdaɪnəˌmɪzəm
dynamite,ˈdaɪnəˌmaɪt
dynamo,ˈdaɪnəˌmoʊ
dynamometer,ˌdaɪnəˈmɑmətɚ
dynapac,ˈdaɪnəˌpæk
dynascan,ˈdaɪnəˌskæn
dynastic,daɪˈnæstɪk
dynasties,ˈdaɪnəstiz
dynasty,ˈdaɪnəsti
dynatech,ˈdɪnəˌtɛk
dyncorp,ˈdɪnˌkɔɹp
dyneer,dɪˈnɪɹ
dynes,daɪnz
dysan,ˈdaɪsən
dysart,ˈdɪsɚt
dysentery,ˈdɪsənˌtɛɹi
dysert,ˈdɪsɚt
dysfunction,dɪˈsfʌŋkʃən
dysfunctional,dɪˈsfʌŋkʃənəl
dysfunctions,dɪˈsfʌŋkʃənz
dysinger,ˈdɪsɪndʒɚ
dyslexia,dɪˈslɛksiə
dyslexic,dɪˈslɛksɪk
dyson,ˈdaɪsən
dyspeptic,ˌdɪˈspɛptɪk
dysphoric,ˌdɪˈsfɔɹɪk
dysplasia,ˌdɪˈspleɪʒə
dyspnea,ˌdɪspˈniə
dystrophin,ˈdɪstɹəfɪn
dystrophy,ˈdɪstɹəfi
dzerzhinsk,dʒɚˈzɪnsk
dzhambul,dʒæmˈbul
dzhirkvelov,ˌdʒɝkˈvɛlɔv
dzhokhar,ˌdʒoʊˈkɑɹ
dzhokhar's,ˌdʒoʊˈkɑɹz
dziak,ˈdziæk
dzialo,dʒiˈɑloʊ
dziedzic,ˈdʒidʒɪk
dziekan,ˈdʒikən
dzik,dzɪk
dzikowski,dʒɪˈkɔfˌski
dziuba,dʒiˈubə
dziuk,dʒiˈuk
dzokhar,ˌdʒoʊˈkɑɹ
e,i
e's,iz
e-commerce,ˈiˈkɑmɚs
e-mail,ˈiˌmeɪl
e-mailed,ˈiˌmeɪld
e-mailing,ˈiˌmeɪlɪŋ
e-mails,ˈiˌmeɪlz
e.,i
e.'s,iz
e.g.,ˌiˈɡi
e.s,iz
each,itʃ
eachan,ˈitʃən
eachus,ˈitʃəs
eaddy,ˈidi
eade,id
eader,ˈidɚ
eades,idz
eadie,ˈɛdi
eads,idz
eads',idz
eady,ˈidi
eagan,ˈiɡən
eagar,ˈiɡɚ
eagen,ˈiɡən
eager,ˈiɡɚ
eagerly,ˈiɡɚli
eagerness,ˈiɡɚnəs
eagle,ˈiɡəl
eagle's,ˈiɡəlz
eagleburger,ˈiɡəlbɚɡɚ
eagles,ˈiɡəlz
eagleson,ˈiɡəlsən
eagleton,ˈiɡəltən
eagleye,ˈiɡəˌlaɪ
eaglin,ˈiɡlɪn
eagon,ˈiɡən
eaken,ˈikən
eaker,ˈikɚ
eakes,iks
eakin,ˈikɪn
eakins,ˈikɪnz
eakle,ˈikəl
eales,ilz
ealey,ˈili
ealing,ˈilɪŋ
ealy,ˈili
eamer,ˈimɚ
eames,imz
eamon,ˈimən
eanes,inz
eap,ˈiˈeɪˈpi
eappen,ˈipən
ear,iɹ
eardley,ˈɪɹdli
eared,ɪɹd
earful,ˈiɹˌfʌl
earfull,ˈɪɹˌfʌl
eargle,ˈɪɹɡəl
earhart,ˈɪɹhɑɹt
earl,ɝl
earl's,ɝlz
earldom,ˈɝldəm
earle,ɝl
earlene,ˈɝlin
earles,ɝlz
earless,ˈɪɹləs
earley,ˈɝli
earlie,ˈɝli
earlier,ˈɝliɚ
earlier's,ˈɝliɚz
earliest,ˈɝliəst
earline,ˈɝlaɪn
earll,ɝl
earls,ɝlz
early,ˈɝli
earlywine,ˈɝliˌwaɪn
earmark,ˈɪɹˌmɑɹk
earmarked,ˈɪɹˌmɑɹkt
earmarking,ˈɪɹˌmɑɹkɪŋ
earmarks,ˈɪɹˌmɑɹks
earmuff,ˈɪɹˌmʌf
earmuffs,ˈɪɹˌmʌfs
earn,ɝn
earned,ɝnd
earner,ˈɝnɚ
earners,ˈɝnɚz
earnest,ˈɝnɪst
earnestly,ˈɝnəstli
earnestness,ˈɝnəstnəs
earney,ˈɝni
earnhardt,ˈɝnˌhɑɹt
earnhart,ˈɝnˌhɑɹt
earnheart,ˈɝnˌhɑɹt
earning,ˈɝnɪŋ
earnings,ˈɝnɪŋz
earnings',ˈɝnɪŋz
earns,ɝnz
earnshaw,ˈɝnˌʃɔ
earp,ɝp
earphone,ˈɪɹˌfoʊn
earphones,ˈɪɹˌfoʊnz
earpiece,ˈɪɹpis
earpieces,ˈɪɹpisɪz
earplug,ˈɪɹˌplʌɡ
earplugs,ˈɪɹˌplʌɡz
earring,ˈɪɹɪŋ
earrings,ˈɪɹɪŋz
ears,ɪɹz
earshot,ˈɪɹˌʃɑt
earth,ɝθ
earth's,ɝθs
earth-like,ˈɝθˌlaɪk
eartha,ˈɝθə
earthbound,ˈɝθˌbaʊnd
earthen,ˈɝθən
earthenware,ˈɝθənˌwɛɹ
earthling,ˈɝθlɪŋ
earthlings,ˈɝθlɪŋz
earthly,ˈɝθli
earthmoving,ˈɝθˌmuvɪŋ
earthquake,ˈɝθˌkweɪk
earthquake's,ˈɝθˌkweɪks
earthquakes,ˈɝθˌkweɪks
earths,ɝθs
earthshaking,ˈɝθˌʃeɪkɪŋ
earthshine,ˈɝθˌʃaɪn
earthstar,ˈɝθˌstɑɹ
earthwork,ˈɝˌθwɝk
earthworm,ˈɝˌθwɝm
earthworms,ˈɝˌθwɝmz
earthy,ˈɝθi
earvin,ˈɝvɪn
earwax,ˈɪɹˌwæks
earwood,ˈɪɹˌwʊd
eary,ˈɪɹi
easco,ˈiskoʊ
ease,iz
eased,izd
easel,ˈizəl
easement,ˈizmənt
eases,ˈizɪz
eash,iʃ
easib,ˈisɪb
easier,ˈiziɚ
easiest,ˈiziəst
easily,ˈizəli
easing,ˈizɪŋ
easler,ˈizlɚ
easley,ˈizli
easom,ˈizəm
eason,ˈizən
east,ist
east's,ists
eastbound,ˈistˌbaʊnd
eastburn,ˈistˌbɝn
eastdil,ˈistˌdɪl
eastend,ˈiˌstɛnd
eastender,ˈiˌstɛndɚ
eastenders,ˈiˌstɛndɚz
eastep,ˈiztɪp
easter,ˈistɚ
easterbrook,ˈistɚbˌɹʊk
easterday,ˈistɚˌdeɪ
easterlin,əzˈtɝlɪn
easterling,ˈistɚlɪŋ
easterly,ˈistɚli
eastern,ˈistɚn
eastern's,ˈistɚnz
eastern-west,ˈistɚnˈwɛst
easterner,ˈistɚnɚ
easterners,ˈistɚnɚz
easterwood,ˈistɚˌwʊd
eastes,ists
eastgroup,ˈistɡˌɹup
eastham,ˈistəm
eastin,ˈiztɪn
eastland,ˈistlənd
eastland's,ˈistləndz
eastlick,ˈistˌlɪk
eastman,ˈistmən
eastmet,ˈistˌmɛt
eastmet's,ˈistˌmɛts
easton,ˈistən
eastover,ˈiˌstoʊvɚ
eastpac,ˈistˌpæk
eastpac's,ˈistˌpæks
eastridge,ˈistˌɹɪdʒ
eastward,ˈistwɚd
eastwick,ˈisˌtwɪk
eastwind,ˈistwɪnd
eastwood,ˈisˌtwʊd
eastwood's,ˈisˌtwʊdz
easudes,ˌeɪˈsudeɪs
easy,ˈizi
easy's,ˈiziz
easygoing,ˈiziˈɡoʊɪŋ
eat,it
eatable,ˈitəbəl
eaten,ˈitən
eater,ˈitɚ
eateries,ˈitɚiz
eaters,ˈitɚz
eatery,ˈitɚi
eatherly,ˈɛðɚli
eatherton,ɛˈθɝtən
eating,ˈitɪŋ
eatman,ˈitmən
eatmon,ˈitmən
eaton,ˈitən
eaton's,ˈitənz
eats,its
eau,oʊ
eau-claire,ˈoʊˈklɛɹ
eaux,oʊ
eave,iv
eavenson,ˈivɪnsən
eaves,ivz
eavesdrop,ˈivzdˌɹɑp
eavesdropping,ˈivzdˌɹɑpɪŋ
eb,ɛb
eba,ˈibə
eban,ˈɛbən
ebanks,ˈɛbəŋks
ebano,ɛˈbɑnoʊ
ebarb,ˈɛbɑɹb
ebasco,ɛˈbæskoʊ
ebaugh,ˈɛbɔ
ebay,ˈiˌbeɪ
ebay's,ˈiˌbeɪz
ebb,ɛb
ebba,ˈɛbə
ebbed,ˈɛbəd
ebben,ˈɛbən
ebbers,ˈɛbɚz
ebbert,ˈɛbɚt
ebbing,ˈɛbɪŋ
ebbs,ɛbz
ebby,ˈɛbi
ebel,ˈɛbəl
ebeling,ˈɛbəlɪŋ
eben,ˈɛbən
ebeneezer,ˈɛbəˌnizɚ
ebenezer,ˌɛbɪˈnizɚ
eber,ˈɛbɚ
eberhard,ˈɛbɚhɑɹt
eberhardt,ˈɛbɚˌhɑɹt
eberhart,ˈɛbɚˌhɑɹt
eberl,ˈɛbɚl
eberle,ˈɛbɚəl
eberlein,ˈɛbɚˌlaɪn
eberlin,ˈɛbɚlɪn
eberling,ˈɛbɚlɪŋ
eberly,ˈɛbɚli
ebers,ˈɛbɚz
ebersol,ˈɛbɚsɑl
ebersold,ˈɛbɚˌsoʊld
ebersole,ˈɛbɚˌsoʊl
eberstadt,ˈɛbɚˌstæt
ebert,ˈɛbɚt
eberts,ˈɛbɚts
eberwein,ˈɛbɚˌwaɪn
ebey,ˈɛbi
ebinger,ˈɛbɪŋɚ
eble,ˈɛbəl
eblen,ˈɛbələn
eblin,ˈɛblɪn
ebling,ˈɛbəlɪŋ
ebner,ˈɛbnɚ
ebola,iˈboʊlə
ebonic,iˈbɔnɪk
ebonics,iˈbɔnɪks
ebony,ˈɛbəni
ebright,ˌɪbˈɹaɪt
ebro,ˈibˌɹoʊ
ebron,ˈɛbɹən
ebullience,ˌɪˈbʊljəns
ebullient,ˌɪˈbʌljənt
eby,ˈibi
ecad,ˈiˌkæd
eccentric,ɪkˈsɛntɹɪk
eccentricities,ˌɛksɛntˈɹɪsɪtiz
eccentricity,ˌɛksəntˈɹɪsəti
eccentrics,ɪkˈsɛntɹɪks
eccles,ˈɛkəlz
ecclesiastic,ɪˌkliziˈæstɪk
ecclesiastical,ɪˌkliziˈæstɪkəl
eccleston,ˈɛkəlstɑn
ecevit,ˈɛsəvɪt
echard,ˈɛtʃɚd
echavarria,ˌɛtʃəˈvæɹiə
echelon,ˈɛʃəˌlɑn
echelons,ˈɛʃəˌlɑnz
echemende,ˌɛkəˈmɛnd
echenberg,ˈɛkənbɚɡ
echevarria,eɪtʃeɪˈvɑɹiə
echeverria,eɪtʃeɪˈvɛɹiə
echidna,ɪˈkɪdnə
echinacea,ˌɛtʃəˈneɪˌsiə
echlin,ˈɛklɪn
echlin's,ˈɛklɪnz
echo,ˈɛkoʊ
echo's,ˈɛkoʊz
echoed,ˈɛkoʊd
echoes,ˈɛkoʊz
echograph,ˈɛkoʊɡˌɹæf
echography,ɛˈkɑɡɹəfi
echohawk,ˈɛkoʊˌhɔk
echohawk's,ˈɛkoʊˌhɔks
echoing,ˈɛkoʊɪŋ
echolocation,ˌɛkoʊloʊˈkeɪʃən
echols,ˈɛkəlz
echos,ˈɛkoʊz
eck,ɛk
eckard,ˈɛkɚd
eckardt,ˈɛkɚt
eckardt's,ˈɛkɚts
eckart,ˈɛkɑɹt
eckberg,ˈɛkbɚɡ
eckel,ˈɛkəl
eckelberry,ˈɛkəlˌbɛɹi
eckels,ˈɛkəlz
eckenfelder,ˈɛkənˌfɛldɚ
eckenrod,ˈɛkɪnɹəd
eckenrode,ˈɛkɪnˌɹoʊd
eckenroth,ˈɛkɪnɹɔθ
ecker,ˈɛkɚ
eckerd,ˈɛkɚd
eckerle,ˈɛkɚəl
eckerman,ˈɛkɚmən
eckersley,ˈɛkɚsli
eckerson,ˈɛkɚsən
eckert,ˈɛkɚt
eckert's,ˈɛkɚts
eckes,ɛks
eckford,ˈɛkfɚd
eckhard,ˈɛkˌhɑɹd
eckhardt,ˈɛkˌhɑɹt
eckhart,ˈɛkˌhɑɹt
eckhoff,ˈɛkˌhɔf
eckl,ˈɛkəl
eckland,ˈɛklənd
eckler,ˈɛklɚ
eckles,ˈɛkəlz
eckley,ˈɛkli
ecklund,ˈɛklənd
eckman,ˈɛkmən
eckmann,ˈɛkmən
eckrich,ˈɛkɹɪk
eckrote,ˈɛkɹət
eckroth,ˈɛkˌɹɔθ
eckstein,ˈɛkˌstin
eckstrom,ˈɛkstɹəm
eclectic,ɪˈklɛktɪk
